split,model,horizon_hours,constraint,violations,generated_states,violations_per_1000_states
external_test,rssm,1,FiO2_bounds,354,609000,0.5812807881773399
external_test,rssm,1,O2Sat_bounds,8886,609000,14.591133004926109
external_test,rssm,1,SaO2_bounds,3724,609000,6.114942528735632
external_test,rssm,1,emitted_FiO2_bounds,128,609000,0.21018062397372742
external_test,rssm,1,emitted_O2Sat_bounds,9902,609000,16.25944170771757
external_test,rssm,1,emitted_SaO2_bounds,81054,609000,133.0935960591133
external_test,rssm,1,emitted_pressure_order,643,609000,1.0558292282430213
external_test,rssm,1,pressure_order,15867,609000,26.054187192118228
external_test,rssm,3,FiO2_bounds,231,609000,0.3793103448275862
external_test,rssm,3,O2Sat_bounds,6085,609000,9.991789819376026
external_test,rssm,3,SaO2_bounds,10522,609000,17.277504105090312
external_test,rssm,3,emitted_FiO2_bounds,105,609000,0.1724137931034483
external_test,rssm,3,emitted_O2Sat_bounds,5877,609000,9.650246305418719
external_test,rssm,3,emitted_SaO2_bounds,79978,609000,131.32676518883414
external_test,rssm,3,emitted_pressure_order,368,609000,0.6042692939244664
external_test,rssm,3,pressure_order,6170,609000,10.13136288998358
external_test,rssm,6,FiO2_bounds,153,609000,0.2512315270935961
external_test,rssm,6,O2Sat_bounds,4073,609000,6.6880131362889985
external_test,rssm,6,SaO2_bounds,19706,609000,32.35796387520526
external_test,rssm,6,emitted_FiO2_bounds,79,609000,0.1297208538587849
external_test,rssm,6,emitted_O2Sat_bounds,4077,609000,6.694581280788177
external_test,rssm,6,emitted_SaO2_bounds,81905,609000,134.49096880131364
external_test,rssm,6,emitted_pressure_order,206,609000,0.33825944170771755
external_test,rssm,6,pressure_order,2193,609000,3.600985221674877
external_test,rssm,12,FiO2_bounds,86,609000,0.1412151067323481
external_test,rssm,12,O2Sat_bounds,3797,609000,6.234811165845649
external_test,rssm,12,SaO2_bounds,35527,609000,58.33661740558292
external_test,rssm,12,emitted_FiO2_bounds,36,609000,0.059113300492610835
external_test,rssm,12,emitted_O2Sat_bounds,3806,609000,6.249589490968801
external_test,rssm,12,emitted_SaO2_bounds,84541,609000,138.81937602627258
external_test,rssm,12,emitted_pressure_order,108,609000,0.17733990147783252
external_test,rssm,12,pressure_order,1061,609000,1.742200328407225
external_test,rssm,24,FiO2_bounds,52,609000,0.08538587848932677
external_test,rssm,24,O2Sat_bounds,4049,609000,6.648604269293925
external_test,rssm,24,SaO2_bounds,58512,609000,96.07881773399015
external_test,rssm,24,emitted_FiO2_bounds,36,609000,0.059113300492610835
external_test,rssm,24,emitted_O2Sat_bounds,4046,609000,6.64367816091954
external_test,rssm,24,emitted_SaO2_bounds,89325,609000,146.67487684729065
external_test,rssm,24,emitted_pressure_order,42,609000,0.06896551724137931
external_test,rssm,24,pressure_order,717,609000,1.1773399014778325
